estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
Sinaloa,Cosala,25005,0.1,Mestizo,6.59,6.46,6.74,0.77,0.74,0.8,0.16,0.15,0.17,42.08,69.18,13.14
Michoacan de Ocampo,Irimbo,16041,0.1,Mestizo,6.38,6.11,6.61,0.93,1,0.88,0.18,0.17,0.19,49.32,76.8,25.29
Puebla,Tlachichuca,21179,0.1,Mestizo,6.3,6.48,6.14,0.7,0.68,0.71,0.24,0.26,0.23,44.34,76.73,14.23
Coahuila de Zaragoza,Francisco I. Madero,5009,0.1,Mestizo,8.25,8.29,8.2,0.72,0.74,0.7,0.26,0.25,0.26,48.11,71.38,25.48
Coahuila de Zaragoza,Castanos,5006,0.1,Mestizo,8.75,8.79,8.71,0.76,0.77,0.76,0.31,0.33,0.3,45.45,68.58,22.52
Veracruz de Ignacio de la Llave,Las Vigas de Ramirez,30132,0.1,Mestizo,6.35,6.44,6.26,0.67,0.67,0.66,0.17,0.18,0.16,48.11,78.87,18.81
Michoacan de Ocampo,Tuxpan,16098,0.1,Mestizo,6.96,6.73,7.16,0.96,0.93,1,0.2,0.2,0.2,48.85,78.15,22.42
Guanajuato,Manuel Doblado,11008,0.1,Mestizo,5.81,5.66,5.94,0.65,0.62,0.67,0.19,0.18,0.21,45.37,74.34,20.84
Puebla,Ahuehuetitla,21009,0.1,Mestizo,5.92,6.12,5.76,0.95,1,0.91,0.14,0.17,0.12,30.09,46.54,16.78
San Luis Potosi,Cerro de San Pedro,24009,0.1,Mestizo,7.77,7.64,7.9,1.04,0.99,1.11,0.31,0.31,0.31,49.3,73.89,25.07
Tamaulipas,Cruillas,28010,0.1,Mestizo,6.21,6.12,6.32,0.81,0.69,0.9,0.25,0.24,0.27,41.34,70.7,9.77
Guanajuato,Huanimaro,11016,0.1,Mestizo,6.39,6.45,6.34,0.94,0.95,0.92,0.21,0.2,0.23,42.41,71.37,17.85
Mexico,Tonatico,15107,0.1,Mestizo,7.36,7.4,7.32,0.91,0.93,0.89,0.21,0.21,0.21,54.4,74.83,35.84
Michoacan de Ocampo,Penjamillo,16067,0.1,Mestizo,5.65,5.66,5.64,0.67,0.66,0.69,0.15,0.14,0.16,38.94,69.59,13.4
Oaxaca,Asuncion Cuyotepeji,20004,0.1,Mestizo,6.4,6.66,6.18,1,1.21,0.81,0.17,0.21,0.14,53.33,73.24,37.41
Oaxaca,San Nicolas Hidalgo,20290,0.1,Mestizo,5.29,5.4,5.2,0.73,0.62,0.84,0.13,0.09,0.17,35.21,60.23,14.07
Jalisco,Mazamitla,14059,0.1,Mestizo,7.27,7.18,7.34,0.91,0.87,0.96,0.2,0.21,0.19,52.74,75.51,32.64
Veracruz de Ignacio de la Llave,Carrillo Puerto,30031,0.1,Mestizo,4.94,5.11,4.79,0.4,0.36,0.45,0.14,0.16,0.13,41.89,78.85,7.24
Chiapas,Acapetahua,7003,0.1,Mestizo,5.96,6.07,5.85,0.91,0.96,0.86,0.17,0.17,0.18,47.35,75.68,18.79
San Luis Potosi,Zaragoza,24055,0.1,Mestizo,6.11,6.22,6.01,0.83,0.77,0.9,0.29,0.3,0.28,44.35,70.24,19.77
Sonora,Nacori Chico,26040,0.1,Mestizo,6.48,6.46,6.5,0.75,0.67,0.84,0.26,0.24,0.28,42.49,66.24,15.2
Coahuila de Zaragoza,Morelos,5019,0.1,Mestizo,8.39,8.28,8.51,0.85,0.86,0.83,0.33,0.34,0.33,48.09,70.66,25.6
Mexico,Coatepec Harinas,15021,0.1,Mestizo,6.19,6.12,6.26,0.6,0.6,0.61,0.2,0.19,0.2,49.96,79.06,23.92
Aguascalientes,Asientos,1002,0.1,Mestizo,7.25,7.03,7.46,0.67,0.67,0.68,0.32,0.3,0.34,44.3,71.13,18.68
Jalisco,Tonila,14103,0.1,Mestizo,7.27,7.16,7.37,0.75,0.73,0.77,0.25,0.26,0.25,47.25,71.24,24.51
Veracruz de Ignacio de la Llave,Cotaxtla,30049,0.1,Mestizo,5.83,5.96,5.71,0.75,0.76,0.74,0.18,0.19,0.18,44.15,77.39,12.15
Durango,Poanas,10022,0.1,Mestizo,7.29,7.12,7.46,0.69,0.72,0.66,0.22,0.2,0.23,43.6,71,17.49
Michoacan de Ocampo,Hidalgo,16034,0.1,Mestizo,6.82,6.68,6.95,0.74,0.74,0.74,0.18,0.17,0.2,49.16,77,24.37
Oaxaca,Zapotitlan Lagunas,20567,0.1,Mestizo,3.95,4.09,3.84,0.5,0.49,0.52,0.1,0.1,0.1,34.74,64.55,11.09
Guerrero,Tlalchapa,12064,0.1,Mestizo,6.24,6.38,6.1,0.88,1.02,0.74,0.14,0.15,0.13,42.31,69.9,15.43
Mexico,Tejupilco,15082,0.1,Mestizo,7.05,7.22,6.9,0.71,0.71,0.72,0.21,0.22,0.21,46.98,70.89,25.35
Guanajuato,Cueramaro,11012,0.1,Mestizo,6.56,6.55,6.58,0.82,0.77,0.88,0.2,0.18,0.22,44.2,70.81,21.13
Jalisco,Villa Purificacion,14068,0.09,Mestizo,6.24,6,6.5,0.7,0.67,0.74,0.19,0.18,0.2,46.91,74.42,17.98
Michoacan de Ocampo,Aporo,16007,0.09,Mestizo,6.75,6.68,6.81,0.81,0.71,0.94,0.21,0.2,0.22,42.87,68.93,20.76
San Luis Potosi,Moctezuma,24022,0.09,Mestizo,5.67,5.42,5.89,0.8,0.82,0.78,0.25,0.21,0.28,44.37,75.23,16.71
Guanajuato,Jaral del Progreso,11018,0.09,Mestizo,7.19,7.26,7.12,0.72,0.72,0.72,0.28,0.28,0.28,46.46,73.01,22.34
Michoacan de Ocampo,Tuzantla,16099,0.09,Mestizo,5.19,5.19,5.18,0.82,0.81,0.84,0.15,0.15,0.15,44.09,74.81,14.27
Jalisco,Cocula,14024,0.09,Mestizo,7.48,7.58,7.38,0.83,0.82,0.85,0.23,0.23,0.22,47.61,72.11,24.89
Guanajuato,Salamanca,11027,0.09,Mestizo,8.22,8.43,8.04,0.79,0.79,0.79,0.25,0.27,0.24,48.65,71.16,28.08
Veracruz de Ignacio de la Llave,Comapa,30043,0.09,Mestizo,4.95,4.85,5.05,0.67,0.63,0.71,0.13,0.13,0.13,45.97,81.31,9.38
Michoacan de Ocampo,Lagunillas,16048,0.09,Mestizo,6,5.89,6.1,0.94,0.89,1.01,0.14,0.14,0.13,45.3,73.23,20.32
Veracruz de Ignacio de la Llave,Ayahualulco,30025,0.09,Mestizo,3.74,3.77,3.71,0.43,0.4,0.47,0.1,0.1,0.09,44.23,79.23,10.15
Veracruz de Ignacio de la Llave,Miahuatlan,30106,0.09,Mestizo,5.7,5.91,5.52,0.8,0.81,0.8,0.15,0.18,0.13,42.22,73.74,14.15
Jalisco,San Diego de Alejandria,14072,0.09,Mestizo,6.13,6.04,6.21,0.8,0.87,0.75,0.19,0.17,0.2,51.22,72.55,32.35
Veracruz de Ignacio de la Llave,Alto Lucero de Gutierrez Barrios,30009,0.09,Mestizo,5.59,5.56,5.63,0.73,0.71,0.76,0.16,0.16,0.16,46.16,78.36,13.85
Durango,Cuencame,10004,0.09,Mestizo,7.36,7.21,7.5,0.7,0.66,0.74,0.26,0.25,0.28,44.7,71.52,17.83
Jalisco,Amatitan,14005,0.09,Mestizo,7.86,7.92,7.81,0.78,0.77,0.79,0.26,0.26,0.26,50.2,73.31,27.51
Michoacan de Ocampo,Querendaro,16072,0.09,Mestizo,6.41,6.32,6.48,0.72,0.75,0.7,0.18,0.18,0.18,46.93,74.05,21.69
Michoacan de Ocampo,Juarez,16046,0.09,Mestizo,6.22,6.1,6.33,0.7,0.66,0.75,0.2,0.2,0.19,46.64,75.98,19.55
Tlaxcala,Cuapiaxtla,29008,0.09,Mestizo,7.05,7.23,6.88,0.81,0.83,0.79,0.26,0.27,0.25,50.9,79.48,23.11
Tamaulipas,Xicotencatl,28043,0.09,Mestizo,8.03,7.89,8.17,0.83,0.81,0.85,0.26,0.25,0.26,43.55,67.59,19.54
Tamaulipas,Burgos,28005,0.09,Mestizo,5.84,5.74,5.96,0.73,0.76,0.7,0.23,0.24,0.22,43.05,73.94,9.76
Guanajuato,Tarimoro,11039,0.09,Mestizo,6.2,6.06,6.32,0.76,0.75,0.76,0.2,0.19,0.21,43.76,70.72,20.11
Sonora,Ures,26066,0.09,Mestizo,8.21,7.96,8.47,0.72,0.67,0.76,0.22,0.21,0.23,46.68,70.92,21.01
Sonora,Huepac,26034,0.09,Mestizo,8.39,8.17,8.64,1.1,1.07,1.13,0.23,0.24,0.21,38.61,56.7,19.11
Guanajuato,Xichu,11045,0.09,Mestizo,5.31,5.23,5.39,1.08,1.16,1,0.19,0.18,0.19,36.28,66.29,9.72
Tlaxcala,Hueyotlipan,29014,0.09,Mestizo,7.39,7.42,7.36,0.82,0.87,0.78,0.31,0.32,0.3,47.19,73.63,21.91
Aguascalientes,Cosio,1004,0.09,Mestizo,7.83,7.88,7.79,0.77,0.77,0.77,0.32,0.33,0.31,44.62,70.69,20.38
Michoacan de Ocampo,Jose Sixto Verduzco,16113,0.09,Mestizo,6.07,6.1,6.05,0.82,0.82,0.82,0.19,0.18,0.19,38.67,69.1,12.84
Veracruz de Ignacio de la Llave,Sochiapa,30146,0.09,Mestizo,5.63,5.76,5.5,0.74,0.62,0.86,0.18,0.2,0.17,45.19,79.14,11.93
Jalisco,El Arenal,14009,0.09,Mestizo,7.89,7.87,7.91,0.82,0.85,0.8,0.24,0.23,0.25,51.28,74.17,29.62
Jalisco,Techaluta de Montenegro,14089,0.09,Mestizo,6.87,6.67,7.06,1.04,1.03,1.05,0.24,0.22,0.26,46.81,67.02,27.43
Veracruz de Ignacio de la Llave,Rafael Lucio,30136,0.09,Mestizo,7.29,7.36,7.22,0.5,0.51,0.5,0.23,0.25,0.22,53.42,78.08,30.86
Durango,Tlahualilo,10036,0.09,Mestizo,7.81,7.88,7.74,0.66,0.69,0.63,0.21,0.2,0.21,46.67,70.68,23.01
Veracruz de Ignacio de la Llave,Acajete,30001,0.09,Mestizo,6.11,5.99,6.22,0.75,0.78,0.72,0.19,0.18,0.19,51.97,80.88,23
Coahuila de Zaragoza,Arteaga,5004,0.08,Mestizo,7.26,7.21,7.3,0.83,0.83,0.82,0.24,0.24,0.24,47.75,75.93,17.92
Zacatecas,Sombrerete,32042,0.08,Mestizo,7.41,7.25,7.55,0.75,0.73,0.77,0.26,0.23,0.29,45.52,74.78,17.6
Zacatecas,Villa Garcia,32052,0.08,Mestizo,7.9,7.89,7.91,0.99,0.95,1.03,0.28,0.26,0.3,46.32,71.63,21.89
Veracruz de Ignacio de la Llave,Soledad de Doblado,30148,0.08,Mestizo,6.06,6.15,5.97,0.72,0.7,0.75,0.15,0.16,0.14,48.45,78.11,20.05
Durango,Nombre de Dios,10016,0.08,Mestizo,7.26,7.11,7.4,0.71,0.68,0.74,0.25,0.24,0.26,43.98,73.15,16.08
Mexico,Almoloya de Alquisiras,15004,0.08,Mestizo,6.75,6.83,6.69,0.75,0.72,0.79,0.22,0.24,0.21,45.19,72.94,21.35
Jalisco,Quitupan,14069,0.08,Mestizo,5.13,4.83,5.38,0.8,0.85,0.75,0.15,0.1,0.18,41.64,72.26,15.96
Puebla,Esperanza,21063,0.08,Mestizo,6.62,6.85,6.41,0.64,0.63,0.64,0.22,0.22,0.22,45.92,76.2,18.92
Jalisco,Ojuelos de Jalisco,14064,0.08,Mestizo,6.39,6.29,6.48,0.64,0.63,0.65,0.23,0.22,0.23,47.06,73.2,23.34
Chiapas,Metapa,7055,0.08,Mestizo,7.15,7.63,6.72,0.88,1,0.76,0.19,0.2,0.18,44.86,69.13,22.82
Jalisco,Santa Maria del Oro,14056,0.08,Mestizo,4.78,4.59,4.97,0.57,0.73,0.43,0.12,0.11,0.13,40.09,65.21,15.66
Guanajuato,Ocampo,11022,0.08,Mestizo,5.8,5.49,6.07,0.87,0.85,0.89,0.2,0.17,0.23,45.35,71.86,21.61
Coahuila de Zaragoza,Matamoros,5017,0.08,Mestizo,8.13,8.12,8.14,0.76,0.76,0.77,0.29,0.29,0.29,49.12,73.02,25.56
Jalisco,Mascota,14058,0.08,Mestizo,7.64,7.54,7.73,0.94,0.9,0.97,0.22,0.22,0.23,48.21,71.51,25.72
Mexico,Santo Tomas,15078,0.08,Mestizo,6.92,7.04,6.81,0.78,0.83,0.73,0.27,0.3,0.23,44.8,72.13,18.78
Durango,Otaez,10019,0.08,Mestizo,5.84,5.73,5.97,0.58,0.67,0.48,0.24,0.24,0.25,39.9,69.73,6.72
Guerrero,Coahuayutla de Jose Maria Izazaga,12016,0.08,Mestizo,4.52,4.67,4.36,0.51,0.51,0.52,0.1,0.11,0.1,40.26,74.18,5.21
Mexico,Villa Guerrero,15113,0.08,Mestizo,6.39,6.16,6.61,0.64,0.65,0.62,0.19,0.18,0.21,58.29,84.5,33.83
Oaxaca,Yogana,20563,0.08,Mestizo,3.27,3.53,3.05,0.24,0.28,0.2,0.11,0.1,0.11,34.41,68.13,6.12
Durango,Penon Blanco,10021,0.08,Mestizo,7.33,7.11,7.55,0.79,0.88,0.69,0.27,0.25,0.29,43.3,69.83,16.68
Nuevo Leon,Rayones,19043,0.08,Mestizo,5.63,5.67,5.6,0.6,0.52,0.7,0.17,0.18,0.16,44.46,72.2,14.94
Puebla,Mazapiltepec de Juarez,21096,0.08,Mestizo,6.62,6.79,6.46,0.71,0.64,0.81,0.19,0.21,0.18,39.15,67.51,12.44
San Luis Potosi,Venado,24045,0.08,Mestizo,6.41,6.33,6.49,1,0.98,1.03,0.23,0.23,0.24,45.64,74.27,18.52
Tlaxcala,Atltzayanca,29004,0.08,Mestizo,6.91,6.89,6.92,0.85,0.82,0.88,0.26,0.27,0.25,51.04,80.96,22.16
Veracruz de Ignacio de la Llave,Apazapan,30017,0.07,Mestizo,6.73,7,6.47,0.81,0.91,0.73,0.22,0.22,0.21,40.91,62.75,19.87
Jalisco,Atengo,14011,0.07,Mestizo,6.48,6.17,6.8,0.85,0.82,0.88,0.21,0.19,0.23,46.88,74.33,18.55
Sonora,Huachinera,26031,0.07,Mestizo,6.88,6.75,7.02,0.88,0.88,0.88,0.23,0.2,0.26,48.47,74.21,20.99
Sonora,Mazatan,26037,0.07,Mestizo,7.65,7.51,7.8,0.74,0.53,0.94,0.2,0.19,0.2,48.59,70.32,23.12
Zacatecas,Susticacan,32043,0.07,Mestizo,5.89,5.59,6.14,0.78,0.54,1.05,0.25,0.22,0.27,39.54,61.51,20.31
Jalisco,Union de Tula,14110,0.07,Mestizo,7.64,7.42,7.84,1.08,1.03,1.13,0.2,0.19,0.22,46.37,68.09,26.29
Nuevo Leon,Los Aldamas,19003,0.07,Mestizo,5.94,6.04,5.83,0.97,0.71,1.2,0.21,0.23,0.19,39.89,60.49,17.51
Mexico,Zacualpan,15117,0.07,Mestizo,6,6.24,5.79,0.71,0.69,0.73,0.2,0.22,0.19,41.58,72.1,14.82
Jalisco,Canadas de Obregon,14117,0.07,Mestizo,5.79,5.59,5.97,0.79,0.68,0.92,0.17,0.15,0.19,47.72,72.52,25.3
Jalisco,San Martin Hidalgo,14077,0.07,Mestizo,7.78,7.73,7.83,0.9,0.85,0.96,0.21,0.21,0.21,43.85,67.51,22.01
