estado,municipio,cve_inegi,Pob_Indigena,Mayoria_indigena,grado_escolar,grado_escolar_h,grado_escolar_m,Entre_3_5_En_escuela,Entre_3_5_En_escuela_Hombres,Entre_3_5_En_escuela_Mujeres,Mas_15_con_Sec,Mas15H,Mas15M,PEA,PEA_H,PEA_M
Oaxaca,Santo Domingo Xagacia,20522,82.77,Indigena,5.22,5.44,5.04,0.63,0.81,0.45,0.19,0.21,0.18,45.83,66.59,28.88
Hidalgo,Jaltocan,13032,82.75,Indigena,6,6.44,5.58,1.09,1.1,1.08,0.2,0.23,0.18,43.13,73.33,14.2
Guerrero,Copanatoyac,12020,82.64,Indigena,3.9,4.41,3.45,0.78,0.74,0.82,0.09,0.1,0.07,33.93,52.93,17.34
San Luis Potosi,San Antonio,24026,82.63,Indigena,6.74,7.06,6.41,1.09,1.14,1.03,0.2,0.2,0.19,42.01,70.39,12.96
Oaxaca,Santa Cruz Nundaco,20379,82.49,Indigena,5.98,6.67,5.44,1.07,0.99,1.15,0.18,0.21,0.16,42.49,53.1,33.87
Oaxaca,Santa Catarina Quioquitani,20074,82.38,Indigena,5.57,6,5.2,1.04,1.15,0.92,0.15,0.17,0.13,19.27,37.91,2.87
Oaxaca,Santa Maria Papalo,20425,82.34,Indigena,5.27,5.62,4.94,1.28,1.23,1.33,0.2,0.23,0.17,28.92,56.13,2.61
Oaxaca,San Pedro Cajonos,20303,82.34,Indigena,6.08,6.59,5.71,0.98,1.11,0.9,0.2,0.23,0.18,47.21,65.14,34.14
Oaxaca,Totontepec Villa de Morelos,20554,82.23,Indigena,4.84,5,4.7,0.89,0.83,0.95,0.15,0.18,0.14,35.4,67.4,7.41
Oaxaca,San Pedro Ixcatlan,20309,82.21,Indigena,5.37,5.82,4.95,0.69,0.65,0.72,0.15,0.17,0.13,40.37,71.78,10.82
Oaxaca,Villa Diaz Ordaz,20560,82.17,Indigena,5.28,5.76,4.9,0.42,0.39,0.44,0.13,0.16,0.11,43.08,70.83,20.56
Yucatan,Cantamayec,31010,82.09,Indigena,5.06,5.25,4.85,0.99,1.1,0.91,0.25,0.24,0.27,48.95,73.94,21.6
Veracruz de Ignacio de la Llave,Magdalena,30098,82.05,Indigena,5.65,6.02,5.29,0.67,0.7,0.64,0.14,0.15,0.14,44.21,70.83,17.99
Puebla,Huehuetla,21072,81.99,Indigena,4.58,4.95,4.24,0.64,0.66,0.62,0.1,0.11,0.09,39.1,70.55,9.69
Chiapas,Aldama,7113,81.9,Indigena,4.49,5.24,3.82,0.71,0.73,0.69,0.1,0.14,0.07,37.25,70.51,6.98
Oaxaca,San Francisco Ozolotepec,20148,81.85,Indigena,4.31,4.69,4,0.95,0.81,1.13,0.17,0.18,0.17,45.82,68,26.95
Oaxaca,Santos Reyes Papalo,20527,81.83,Indigena,4.8,5.17,4.45,0.52,0.48,0.56,0.15,0.17,0.14,37.4,69.29,7.07
Veracruz de Ignacio de la Llave,Benito Juarez,30027,81.82,Indigena,5.69,6.2,5.22,1.04,1,1.08,0.14,0.16,0.12,38.75,71.59,8.35
Puebla,San Jose Miahuatlan,21129,81.75,Indigena,5.37,5.77,5.03,0.52,0.49,0.56,0.19,0.2,0.18,43.08,74.58,16.85
Oaxaca,Huautla de Jimenez,20041,81.72,Indigena,5.32,5.8,4.93,0.66,0.65,0.67,0.13,0.14,0.12,43.62,73.49,19.31
Puebla,Hueyapan,21075,81.69,Indigena,6.57,7.04,6.14,0.99,0.97,1.01,0.2,0.22,0.18,45.19,72.14,19.89
Puebla,Caxhuacan,21029,81.64,Indigena,6.19,6.57,5.84,1.1,1.37,0.94,0.13,0.14,0.11,42.54,67.82,19.48
Yucatan,Timucuy,31090,81.53,Indigena,5.37,5.78,4.95,0.92,0.91,0.93,0.22,0.22,0.21,51.29,74.58,27.33
Oaxaca,Santo Domingo de Morelos,20509,81.44,Indigena,4.49,4.98,4.06,0.41,0.36,0.47,0.1,0.12,0.08,33.99,60.35,10.61
Veracruz de Ignacio de la Llave,Ilamatlan,30076,81.41,Indigena,4.04,4.41,3.72,0.86,0.83,0.89,0.1,0.12,0.08,36.91,67.26,10.47
Puebla,Coatepec,21030,81.4,Indigena,5.04,5.46,4.69,0.92,0.7,1.07,0.11,0.14,0.08,25.38,45.29,8.36
Oaxaca,Mazatlan Villa de Flores,20058,81.33,Indigena,4.19,4.57,3.84,0.63,0.6,0.66,0.11,0.12,0.09,32.08,58.12,7.01
Oaxaca,San Miguel Mixtepec,20271,81.33,Indigena,4.29,4.89,3.78,0.9,0.86,0.93,0.1,0.12,0.09,39.36,67.82,14.3
Oaxaca,San Blas Atempa,20124,81.29,Indigena,4.9,5.69,4.14,0.74,0.75,0.74,0.14,0.18,0.11,59.24,78.08,40.85
Oaxaca,Asuncion Ocotlan,20007,81.16,Indigena,3.71,3.98,3.52,0.51,0.47,0.53,0.07,0.08,0.07,47.39,72.79,28.3
Oaxaca,Santiago Camotlan,20457,81.09,Indigena,5.44,5.83,5.07,0.76,0.68,0.83,0.11,0.14,0.08,37.65,68.99,6.84
Oaxaca,Santiago Matatlan,20475,81.08,Indigena,5.52,6.02,5.1,0.59,0.56,0.61,0.15,0.16,0.13,38.05,67.17,13.56
Puebla,Hueytlalpan,21077,80.52,Indigena,4.46,4.74,4.18,0.9,0.85,0.95,0.13,0.14,0.12,40.96,74.98,8.24
Veracruz de Ignacio de la Llave,Tequila,30168,80.52,Indigena,4.86,5.11,4.64,0.6,0.6,0.61,0.1,0.11,0.09,41.77,68.67,16.07
Chiapas,Pantelho,7066,80.41,Indigena,3.66,4.35,3.02,0.48,0.48,0.47,0.08,0.1,0.06,40.57,76,6.63
Oaxaca,San Baltazar Yatzachi el Bajo,20114,80.35,Indigena,4.81,5.41,4.28,1.23,1.4,1.13,0.11,0.15,0.07,42.01,63.24,23.03
Oaxaca,San Juan Diuxi,20195,80.33,Indigena,3.73,4.29,3.19,1.07,1.29,0.88,0.13,0.15,0.12,41.85,65.98,19.11
Oaxaca,Santos Reyes Tepejillo,20528,80.05,Indigena,4.34,4.6,4.15,0.9,1.05,0.81,0.18,0.16,0.19,39.79,58,26.42
Oaxaca,San Lucas Ojitlan,20232,79.67,Indigena,5.85,6.18,5.55,0.68,0.65,0.71,0.22,0.25,0.19,48.65,79.61,20.48
Oaxaca,San Antonio Tepetlapa,20111,79.65,Indigena,5.67,5.95,5.43,0.89,0.92,0.86,0.18,0.19,0.17,37.28,70.74,7.91
Oaxaca,Pinotepa de Don Luis,20070,79.6,Indigena,5.95,6.12,5.78,1.01,0.98,1.04,0.17,0.17,0.18,48.04,70.49,26.84
Puebla,Tepango de Rodriguez,21162,79.22,Indigena,4.74,5.04,4.48,0.76,0.77,0.75,0.13,0.16,0.11,41.9,68.66,18.13
Oaxaca,San Bartolome Yucuane,20119,79.2,Indigena,5.39,6.5,4.74,1.44,1.75,1.2,0.28,0.34,0.24,35.69,63.91,17.48
Guerrero,Zapotitlan Tablas,12072,78.94,Indigena,5.09,5.45,4.78,0.77,0.81,0.72,0.11,0.12,0.1,48.22,69.48,29.32
San Luis Potosi,Tanlajas,24041,78.93,Indigena,6.64,6.71,6.56,1.2,1.25,1.17,0.23,0.24,0.22,42.22,70.78,13.4
Oaxaca,San Juan Comaltepec,20189,78.78,Indigena,4.97,5.24,4.73,0.9,0.91,0.9,0.2,0.21,0.18,33.66,69.05,2.19
Oaxaca,Santa Catarina Yosonotu,20372,78.74,Indigena,5.31,6.37,4.48,0.75,0.69,0.89,0.23,0.28,0.18,43.88,57.49,33.18
Oaxaca,San Esteban Atatlahuca,20133,78.74,Indigena,5.86,6.62,5.15,1.03,1.12,0.96,0.17,0.21,0.14,43.61,55.59,32.13
Guerrero,Tlacoapa,12063,78.68,Indigena,5.74,6.33,5.27,0.96,0.97,0.96,0.15,0.17,0.13,36.04,56.71,18.74
Oaxaca,Santa Lucia Ocotlan,20393,78.58,Indigena,4.6,5.18,4.19,0.55,0.55,0.55,0.09,0.12,0.07,32.27,62.36,10.14
Nayarit,Del Nayar,18009,78.54,Indigena,4.52,4.93,4.11,0.84,0.84,0.84,0.12,0.13,0.1,29.32,48.7,9.9
Hidalgo,Yahualica,13080,78.08,Indigena,4.99,5.66,4.38,0.94,0.91,0.98,0.2,0.23,0.17,39.39,74.43,7.02
Oaxaca,Santiago Ixcuintepec,20465,77.87,Indigena,5.22,5.28,5.17,0.56,0.72,0.42,0.12,0.11,0.13,37.11,73.41,3.4
Oaxaca,San Cristobal Amoltepec,20127,77.55,Indigena,5.37,5.85,4.97,0.84,1.06,0.61,0.2,0.23,0.18,29.9,47.03,15.54
Veracruz de Ignacio de la Llave,Soteapan,30149,77.39,Indigena,4.36,4.87,3.9,0.72,0.67,0.76,0.12,0.14,0.1,40.65,72.43,11.26
Chiapas,Salto de Agua,7077,77.34,Indigena,5.34,6.07,4.65,0.88,0.88,0.87,0.16,0.18,0.14,40,74.86,6.21
Veracruz de Ignacio de la Llave,San Andres Tenejapan,30140,76.76,Indigena,5.25,5.56,5,0.69,0.56,0.84,0.11,0.13,0.1,45.55,72.06,22.78
Yucatan,Mani,31047,76.48,Indigena,5.93,5.97,5.9,1.15,1.23,1.07,0.21,0.2,0.22,53.07,73.5,34.11
Yucatan,Temozon,31085,76.38,Indigena,5.61,5.95,5.28,0.81,0.83,0.78,0.23,0.24,0.23,53.18,76.82,29.22
Yucatan,Santa Elena,31066,76.26,Indigena,5.95,6.31,5.64,1.12,1.09,1.15,0.19,0.2,0.19,45.03,71.98,20.75
Oaxaca,Santo Domingo Albarradas,20506,76.09,Indigena,5.49,5.69,5.32,1.15,1.33,1,0.24,0.25,0.23,35.61,44.67,27.81
Puebla,Xochitlan de Vicente Suarez,21202,76.07,Indigena,5.3,5.74,4.91,0.73,0.63,0.86,0.15,0.17,0.13,44.83,76.18,16.45
Oaxaca,Santa Ana del Valle,20356,75.97,Indigena,5.59,5.85,5.37,0.55,0.53,0.57,0.12,0.15,0.1,37.09,58.09,18.32
San Luis Potosi,Coxcatlan,24014,75.79,Indigena,6.47,6.74,6.19,1.14,1.13,1.14,0.24,0.25,0.23,43.53,72.57,14.43
Yucatan,Kaua,31043,75.26,Indigena,5.57,5.96,5.16,0.81,1.05,0.61,0.24,0.27,0.21,45.07,74.07,14.29
Yucatan,Teabo,31075,74.88,Indigena,5.57,5.82,5.33,0.75,0.68,0.83,0.15,0.16,0.14,57,77.2,37.66
Yucatan,Cuncunul,31014,74.42,Indigena,6.02,5.93,6.11,0.89,0.89,0.9,0.27,0.24,0.31,51.14,74.45,26.42
Oaxaca,Santiago Ixtayutla,20466,74.16,Indigena,4.05,4.22,3.9,0.63,0.58,0.69,0.1,0.1,0.1,35.76,69.58,5.61
Guerrero,Tlacoachistlahuaca,12062,73.72,Indigena,3.59,3.7,3.49,0.72,0.71,0.74,0.06,0.07,0.06,45.74,67.39,26.81
Hidalgo,Atlapexco,13011,73.01,Indigena,6.34,6.84,5.89,1.15,1.1,1.19,0.25,0.26,0.25,41.73,73.35,13.36
Hidalgo,Huautla,13025,72.93,Indigena,6.49,7.3,5.77,1.13,1.12,1.15,0.21,0.24,0.19,42.39,71.16,16.28
Oaxaca,San Juan Lalana,20205,72.78,Indigena,4.7,5.1,4.34,0.79,0.8,0.79,0.1,0.12,0.09,39.77,72.86,9.41
Oaxaca,San Francisco Cajonos,20138,72.17,Indigena,5.29,5.68,4.96,1,1,1,0.14,0.16,0.12,47.14,74.12,23.86
Chiapas,Chapultenango,7025,72.12,Indigena,6.17,6.51,5.83,1.08,1.08,1.08,0.18,0.18,0.18,39.92,71.11,9.11
Oaxaca,San Lorenzo,20225,72.09,Indigena,5.32,5.55,5.13,0.91,1.02,0.81,0.16,0.18,0.15,44,68.48,22.47
Oaxaca,San Pedro Atoyac,20302,72.07,Indigena,4.95,5.09,4.83,0.79,0.79,0.78,0.13,0.14,0.12,37.8,71.82,9.34
Guerrero,Copalillo,12019,72.05,Indigena,4.02,4.54,3.58,0.74,0.82,0.68,0.1,0.12,0.09,35.29,63.18,11.1
Puebla,Teopantlan,21159,71.89,Indigena,3.72,4.09,3.44,0.87,0.77,0.98,0.11,0.13,0.1,41.39,56.05,29.89
Puebla,Huitzilan de Serdan,21078,71.46,Indigena,4.34,4.67,4.01,0.54,0.52,0.55,0.09,0.09,0.08,44.33,78.52,10.16
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,30203,71.43,Indigena,5.12,5.51,4.76,0.56,0.53,0.59,0.13,0.15,0.11,42.37,75.32,11.12
Puebla,Zoquiapan,21216,71.39,Indigena,5.23,5.64,4.89,1.21,1.13,1.28,0.15,0.19,0.12,42.76,68.26,20.86
Oaxaca,San Jeronimo Tecoatl,20163,71.36,Indigena,5.1,5.56,4.71,0.65,0.7,0.6,0.16,0.16,0.15,44.36,69.32,22.61
Oaxaca,Ixpantepec Nieves,20065,71.15,Indigena,3.54,3.88,3.3,1.24,1.12,1.42,0.11,0.13,0.09,21.03,33.72,11.23
Veracruz de Ignacio de la Llave,Zontecomatlan de Lopez y Fuentes,30202,71.12,Indigena,4.53,4.92,4.16,0.86,0.88,0.85,0.13,0.14,0.12,38.73,71.06,8.39
Oaxaca,Santiago Jocotepec,20468,70.79,Indigena,4.91,5.07,4.76,0.8,0.76,0.85,0.13,0.14,0.13,37.13,68.85,7.36
Chiapas,Sabanilla,7076,70.78,Indigena,5.42,5.99,4.87,0.91,0.9,0.92,0.17,0.18,0.15,39.54,74.04,5.02
Oaxaca,San Pedro Amuzgos,20300,70.69,Indigena,5.84,6.21,5.53,0.85,0.78,0.91,0.14,0.15,0.13,38.84,60.99,19.82
Oaxaca,San Pedro el Alto,20306,70.43,Indigena,4.19,4.64,3.8,0.62,0.65,0.58,0.1,0.11,0.09,40.33,71.72,11.4
Puebla,Zapotitlan de Mendez,21210,70.4,Indigena,6.26,6.56,5.97,0.98,1.06,0.91,0.18,0.2,0.15,44.66,72.13,17.96
Oaxaca,San Juan Atepec,20173,70.34,Indigena,5.8,6.15,5.49,1.1,1.27,0.97,0.19,0.21,0.17,28.7,49.02,10.92
Yucatan,Opichen,31055,69.98,Indigena,6.13,6.33,5.92,0.88,0.89,0.87,0.22,0.23,0.2,49.99,76.81,21.29
Oaxaca,San Pedro Molinos,20320,69.85,Indigena,5.93,6.59,5.41,1.31,1.21,1.42,0.17,0.21,0.13,21.28,28.06,15.76
Oaxaca,Santiago Apostol,20452,69.74,Indigena,4.52,5.27,3.97,0.58,0.54,0.63,0.11,0.14,0.09,49.25,66.31,36.31
Oaxaca,Santa Maria Yalina,20442,69.49,Indigena,5.57,5.67,5.5,1.56,1.4,1.75,0.07,0.1,0.05,39.93,72.36,15.76
Puebla,Hermenegildo Galeana,21068,69.29,Indigena,4.73,5.03,4.45,0.95,0.95,0.96,0.13,0.14,0.12,38.68,70.04,9.09
Jalisco,Mezquitic,14061,69.28,Indigena,4.9,5.59,4.26,0.47,0.49,0.44,0.13,0.14,0.11,42.06,67.94,18.21
Yucatan,Mama,31046,69.25,Indigena,5.52,5.54,5.5,1.02,1.05,0.98,0.16,0.17,0.14,48.02,73.45,25.32
Chiapas,Francisco Leon,7033,69.17,Indigena,4.8,5.08,4.51,1.08,1.05,1.11,0.15,0.15,0.15,38.6,71.85,4
Hidalgo,Huazalingo,13026,68.98,Indigena,6,6.6,5.44,0.94,0.94,0.95,0.27,0.32,0.23,42.92,73.65,14.22
Oaxaca,San Juan Guichicovi,20198,68.97,Indigena,4.64,5.26,4.13,0.82,0.81,0.83,0.15,0.18,0.13,45.33,74.84,20.37
Oaxaca,Santiago Zoochila,20503,68.72,Indigena,5.58,5.6,5.56,0.73,0.5,1.2,0.23,0.24,0.22,34.32,58.39,14.46
Oaxaca,San Mateo Yoloxochitlan,20249,68.58,Indigena,5.67,6.11,5.27,0.84,0.8,0.88,0.17,0.19,0.14,39.08,67.62,13.97
Yucatan,Yaxcaba,31104,68.52,Indigena,5.49,5.64,5.33,0.97,0.97,0.98,0.23,0.24,0.23,47.31,79.34,13.1
Puebla,Amixtlan,21014,68.49,Indigena,4.92,5.01,4.83,1.15,1.15,1.15,0.12,0.11,0.13,38.27,67.7,13.24
Veracruz de Ignacio de la Llave,Mecayapan,30104,68.42,Indigena,5.09,5.57,4.63,0.7,0.66,0.75,0.13,0.15,0.11,38.54,68.98,9.65
Oaxaca,Yutanduchi de Guerrero,20564,68.42,Indigena,5.48,5.98,5.03,1.12,1.14,1.1,0.19,0.23,0.16,53.21,49.36,56.65
Oaxaca,San Bartolome Loxicha,20117,68.29,Indigena,5.53,6.26,4.87,1.21,1.02,1.48,0.15,0.16,0.13,34.28,61.48,9.77
Oaxaca,San Pablo Macuiltianguis,20296,68.14,Indigena,5.55,5.95,5.19,1,0.92,1.07,0.17,0.18,0.15,33.68,53.3,15.92
Veracruz de Ignacio de la Llave,Texcatepec,30170,68.09,Indigena,4.12,4.35,3.9,0.88,0.87,0.89,0.11,0.12,0.1,35.03,66.71,5.75
Yucatan,Chapab,31018,68.07,Indigena,6.16,6.06,6.26,1.12,1.1,1.13,0.2,0.19,0.22,46.53,68.72,24.83
Durango,Mezquital,10014,67.93,Indigena,4.93,5.32,4.57,0.65,0.67,0.62,0.14,0.16,0.13,27.31,43.58,11.91
Puebla,Chigmecatitlan,21052,67.89,Indigena,4.75,5.11,4.44,0.83,1.06,0.68,0.14,0.15,0.13,49.14,68.01,32.05
Puebla,Cuetzalan del Progreso,21043,67.54,Indigena,6.19,6.56,5.85,0.83,0.86,0.8,0.17,0.18,0.15,48.09,78.03,20.21
Oaxaca,San Juan Colorado,20188,67.38,Indigena,5.55,5.77,5.35,0.93,0.9,0.96,0.16,0.17,0.15,36.87,68.29,9.22
Veracruz de Ignacio de la Llave,Chicontepec,30058,67.11,Indigena,6.71,7.16,6.29,1.06,1.05,1.08,0.15,0.17,0.14,40.56,72.68,10.94
Veracruz de Ignacio de la Llave,Zongolica,30201,67.02,Indigena,5.57,5.65,5.49,0.69,0.68,0.7,0.12,0.13,0.12,46.26,77.84,16.15
San Luis Potosi,Aquismon,24003,66.85,Indigena,5.42,5.46,5.37,1.15,1.13,1.17,0.2,0.2,0.19,45.38,76.1,14.3
Oaxaca,San Jorge Nuchita,20164,66.81,Indigena,4.11,4.28,3.98,0.53,0.55,0.51,0.1,0.09,0.11,29.91,53.4,11.77
Chiapas,Amatenango del Valle,7007,66.52,Indigena,3.96,4.78,3.25,0.7,0.73,0.67,0.08,0.11,0.05,57.21,79.87,37.17
Oaxaca,San Miguel Chicahua,20264,66.05,Indigena,5.45,5.99,5.07,1.03,0.96,1.09,0.26,0.28,0.25,22.34,35.72,12.12
Yucatan,Dzan,31025,66.04,Indigena,6.6,6.91,6.31,0.95,1.06,0.86,0.2,0.2,0.2,52.1,77.35,28.74
Puebla,Huatlatlauca,21070,65.93,Indigena,4.74,5.22,4.39,1.15,1.16,1.13,0.13,0.14,0.12,45.37,69.99,26.28
Oaxaca,Teotitlan del Valle,20546,65.86,Indigena,6.31,6.82,5.86,0.71,0.76,0.65,0.19,0.24,0.16,47.99,74.33,25.01
Chiapas,Jitotol,7047,65.61,Indigena,5.76,6.28,5.24,0.88,0.86,0.91,0.18,0.2,0.16,41.92,75.36,8.18
Puebla,Cuautempan,21039,65.52,Indigena,5.67,5.85,5.51,0.82,0.78,0.86,0.18,0.18,0.19,44.22,78.07,13.88
Chiapas,Ocosingo,7059,65.27,Indigena,5.46,6.1,4.84,0.71,0.71,0.72,0.15,0.17,0.13,42.57,74.28,11.52
Oaxaca,San Miguel Soyaltepec,20278,64.88,Indigena,5.99,6.29,5.72,0.83,0.83,0.84,0.19,0.21,0.17,40.97,72.48,12.1
Oaxaca,San Andres Paxtlan,20095,64.84,Indigena,4.32,4.78,3.88,0.64,0.63,0.66,0.13,0.15,0.11,46.94,74.24,21.06
Chiapas,Simojovel,7081,64.81,Indigena,4.87,5.43,4.35,0.73,0.72,0.75,0.12,0.14,0.11,43.03,76.65,10.95
Oaxaca,Santa Maria Yolotepec,20444,64.64,Indigena,6.19,6.99,5.39,1.36,1.33,1.36,0.18,0.21,0.16,22.84,34.09,12.02
San Luis Potosi,Tancanhuitz,24012,64.48,Indigena,7.07,7.28,6.87,1.09,1.03,1.15,0.2,0.21,0.18,44.55,71.15,18.72
Puebla,San Felipe Tepatlan,21123,64.37,Indigena,4.51,4.51,4.5,0.95,0.89,1.01,0.14,0.15,0.13,39.56,74.29,6.27
Oaxaca,San Juan Ozolotepec,20211,63.73,Indigena,4.36,4.72,4.02,0.73,0.78,0.68,0.15,0.17,0.14,41.91,71.92,13.51
Oaxaca,San Ildefonso Villa Alta,20156,63.37,Indigena,5.87,6.32,5.46,0.98,0.96,1,0.16,0.19,0.14,45.52,72.2,21.06
Oaxaca,San Juan Teita,20218,63.26,Indigena,5.18,5.66,4.76,1.46,1.45,1.46,0.22,0.22,0.21,37.27,48.25,27.45
San Luis Potosi,Huehuetlan,24018,63.12,Indigena,6.9,6.98,6.82,1.11,1.1,1.12,0.22,0.22,0.22,48.85,74.42,24.57
Oaxaca,San Francisco Tlapancingo,20152,63.1,Indigena,3.82,3.93,3.74,0.89,0.75,1.02,0.09,0.1,0.09,22.52,39.82,8.19
Oaxaca,San Juan Guelavia,20197,63.08,Indigena,5.61,5.98,5.27,0.87,0.93,0.81,0.12,0.14,0.1,51.62,73.51,31.68
Puebla,Chiconcuautla,21049,62.94,Indigena,3.94,4.32,3.6,0.7,0.76,0.64,0.13,0.15,0.12,52.65,75.34,32.06
Veracruz de Ignacio de la Llave,Tatahuicapan de Juarez,30209,62.75,Indigena,5.25,5.72,4.8,0.88,0.89,0.86,0.13,0.15,0.12,39.14,70.32,9.17
Veracruz de Ignacio de la Llave,Texhuacan,30171,62.47,Indigena,5.39,5.23,5.53,0.71,0.76,0.67,0.11,0.11,0.1,40.12,69.57,14.11
Yucatan,Tepakan,31086,62.31,Indigena,5.38,5.41,5.35,1.01,1.03,1,0.2,0.19,0.21,43.46,66.16,20.07
Oaxaca,San Miguel Suchixtepec,20279,62.21,Indigena,5.86,6.3,5.45,0.77,0.72,0.82,0.18,0.2,0.15,45.93,65.63,27.43
Oaxaca,Santa Cruz Zenzontepec,20386,62.16,Indigena,4.33,4.6,4.09,0.76,0.77,0.74,0.12,0.13,0.12,26.87,49.94,6.13
Oaxaca,San Agustin Tlacotepec,20086,62.13,Indigena,6.43,7.36,5.78,1.1,1.07,1.13,0.22,0.29,0.16,44.26,54.76,36.74
Guerrero,Atlixtac,12010,62.04,Indigena,3.87,4.28,3.51,0.72,0.7,0.74,0.11,0.13,0.1,42.05,68.45,18.51
Quintana Roo,Felipe Carrillo Puerto,23002,61.75,Indigena,7.34,7.6,7.08,1.09,1.1,1.09,0.26,0.27,0.25,46.55,73.59,18.73
Veracruz de Ignacio de la Llave,Coxquihui,30050,61.7,Indigena,5.64,5.94,5.37,0.73,0.67,0.79,0.16,0.17,0.15,42.39,74.9,12.14
Oaxaca,Santa Cruz Xitla,20384,61.08,Indigena,4.31,4.67,3.99,0.32,0.34,0.31,0.1,0.13,0.08,47.15,66.42,30.43
Yucatan,Tinum,31091,61.05,Indigena,6.35,6.67,6.02,0.89,0.86,0.93,0.24,0.26,0.22,51.24,77.41,24.35
San Luis Potosi,Tampamolon Corona,24039,60.85,Indigena,6.69,6.97,6.41,1.22,1.18,1.25,0.22,0.23,0.2,43.19,70.94,16.27
Oaxaca,Constancia del Rosario,20020,60.49,Indigena,4.82,5.24,4.5,0.6,0.62,0.57,0.12,0.12,0.12,36.11,59.11,17.54
San Luis Potosi,Matlapa,24057,60.33,Indigena,6.56,6.93,6.22,0.98,0.96,1.01,0.19,0.21,0.17,42.65,72.36,13.94
Oaxaca,Santiago Juxtlahuaca,20469,60.25,Indigena,5.53,5.97,5.18,0.72,0.71,0.72,0.16,0.17,0.15,42.28,67.65,21.24
Oaxaca,Teococuilco de Marcos Perez,20544,60.04,Indigena,5.74,6.01,5.51,1.17,1.11,1.24,0.18,0.17,0.19,31.15,57,9.88
Yucatan,Abala,31001,59.75,Indigena,5.59,5.75,5.42,1.12,1.11,1.14,0.2,0.22,0.18,50.45,74.31,25.03
Chiapas,Yajalon,7109,59.72,Indigena,5.79,6.39,5.24,0.69,0.69,0.69,0.12,0.13,0.11,44.67,75.6,16.02
Oaxaca,Ayotzintepec,20009,59.21,Indigena,5.86,6.06,5.66,0.61,0.58,0.66,0.18,0.19,0.18,34.97,60.63,10.71
Jalisco,Bolanos,14019,59.21,Indigena,5.84,6.39,5.31,0.61,0.64,0.59,0.14,0.14,0.13,36.03,57,15.33
Yucatan,Hocaba,31034,59.1,Indigena,5.9,6.31,5.48,1.2,1.2,1.2,0.2,0.22,0.19,48.51,69.81,26.58
Puebla,Santa Catarina Tlaltempan,21146,59.04,Indigena,4.2,4.62,3.77,0.91,1.1,0.75,0.12,0.16,0.08,47.03,55.77,38.24
Oaxaca,Santiago Amoltepec,20450,58.63,Indigena,4.18,4.56,3.85,0.73,0.73,0.74,0.06,0.06,0.05,38.16,64.98,14.32
Yucatan,Peto,31058,58.52,Indigena,6.38,6.58,6.2,0.74,0.73,0.75,0.22,0.22,0.22,45.23,71.97,19.17
Yucatan,Halacho,31033,58.45,Indigena,6.44,6.9,5.96,1.03,1.02,1.04,0.21,0.22,0.2,46.97,72.44,21.24
Hidalgo,San Felipe Orizatlan,13046,58.32,Indigena,5.8,6.21,5.41,1.13,1.12,1.16,0.2,0.22,0.18,43.03,74.46,12.59
Yucatan,Oxkutzcab,31056,58.32,Indigena,6.15,6.34,5.98,0.84,0.8,0.88,0.17,0.16,0.17,48.7,75.83,24.75
Oaxaca,San Juan Tepeuxila,20220,58.31,Indigena,5.31,5.54,5.07,0.99,1.15,0.89,0.18,0.2,0.16,42.69,76.21,7.27
Yucatan,Tekax,31079,57.89,Indigena,6.74,7,6.5,0.85,0.82,0.89,0.2,0.21,0.2,51,76.83,26.02
Oaxaca,Santa Catarina Ticua,20371,57.76,Indigena,5.72,6.57,5.08,1.04,1.22,0.94,0.16,0.2,0.14,48.13,68.07,33.18
Puebla,Tlaola,21183,57.65,Indigena,4.71,4.89,4.56,0.83,0.82,0.85,0.15,0.16,0.13,48.53,77.7,21.75
Oaxaca,Ixtlan de Juarez,20042,57.3,Indigena,7.2,7.56,6.86,0.95,0.87,1.04,0.17,0.19,0.16,47.24,69.33,26.67
Chiapas,Huitiupan,7039,57.26,Indigena,4.88,5.43,4.32,0.91,0.92,0.9,0.16,0.18,0.14,41.91,78.85,4.06
Oaxaca,Juchitan de Zaragoza,20043,57.26,Indigena,7.74,8.41,7.14,1.07,1.06,1.09,0.17,0.18,0.16,50.48,71.12,31.52
Veracruz de Ignacio de la Llave,Pajapan,30122,57.24,Indigena,4.66,5.27,4.07,0.79,0.78,0.8,0.14,0.17,0.11,46.22,75.61,17.58
Oaxaca,Candelaria Loxicha,20012,57.22,Indigena,4.99,5.51,4.53,0.5,0.49,0.5,0.16,0.18,0.14,44.28,75.37,16.36
Yucatan,Akil,31003,56.85,Indigena,6.05,6.38,5.74,1,1.1,0.9,0.17,0.17,0.17,49.55,77.78,23.07
Oaxaca,San Miguel Ahuehuetitlan,20259,56.63,Indigena,2.8,2.95,2.68,0.32,0.28,0.37,0.06,0.06,0.06,28.64,45.5,14.44
Hidalgo,Huejutla de Reyes,13028,56.54,Indigena,7.27,7.69,6.88,0.94,0.93,0.95,0.21,0.23,0.19,47.29,73.73,22.45
Hidalgo,Cardonal,13015,56.22,Indigena,7.21,7.54,6.92,0.94,1.03,0.85,0.3,0.32,0.28,40.42,65.79,17.21
